id__,country,regio,s3,anni,area,s5,q3ter,q4__4,q4__5,q4__6,q4__7,q4__8,q4__9,q4__10,q5__4,q5__5,q5__6,q5__7,q5__8,q5__9,q5__10,eta,stile
916,Italia,Friuli Venezia Giulia,Femmina,31,Nord Est,Principalmente io e occasionalmente altri,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",2-3 volte al mese,1 volta al mese,1 volta al mese,1 volta al mese,Tutti i giorni o quasi,Tutti i giorni o quasi,2-3 volte al mese,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ aumentato,Molto aumentato,Un po’ diminuito,25-34,SALUTISTI
917,Italia,Liguria,Femmina,32,Nord Ovest,Soprattutto io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",2-3 volte a settimana,4-5 volte all’anno,2-3 volte a settimana,1 volta a settimana,1 volta a settimana,2-3 volte al mese,2-3 volte a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,25-34,SALUTISTI
918,Italia,Marche,Maschio,54,Centro,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,Più raramente,1 volta a settimana,2-3 volte al mese,1 volta al mese,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,TERRITORIALISTI
919,Italia,Piemonte,Femmina,33,Nord Ovest,Principalmente io e occasionalmente altri,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",Più raramente,Più raramente,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,25-34,INDUSTRIARIANI
920,Italia,Liguria,Femmina,53,Nord Ovest,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,1 volta al mese,1 volta a settimana,1 volta al mese,1 volta a settimana,4-5 volte all’anno,4-5 volte all’anno,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,TERRITORIALISTI
921,Italia,Piemonte,Maschio,33,Nord Ovest,Soprattutto altri membri della famiglia,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,1 volta a settimana,2-3 volte a settimana,2-3 volte a settimana,Tutti i giorni o quasi,Tutti i giorni o quasi,2-3 volte a settimana,Uguale,Uguale,Uguale,Uguale,Un po’ aumentato,Un po’ aumentato,Un po’ diminuito,25-34,TERRITORIALISTI
922,Italia,Emilia Romagna,Maschio,27,Nord Est,Soprattutto io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,2-3 volte al mese,1 volta a settimana,Un po’ aumentato,Un po’ aumentato,Uguale,Uguale,Uguale,Un po’ aumentato,Un po’ aumentato,25-34,SALUTISTI
924,Italia,Campania,Femmina,25,Sud e Isole,Soprattutto io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",2-3 volte al mese,4-5 volte all’anno,1 volta a settimana,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,1 volta a settimana,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Molto aumentato,Molto aumentato,Un po’ aumentato,Un po’ aumentato,25-34,INDUSTRIARIANI
925,Italia,Piemonte,Maschio,34,Nord Ovest,Io e qualcun altro in egual misura,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,Più raramente,1 volta a settimana,2-3 volte a settimana,2-3 volte al mese,4-5 volte all’anno,Più raramente,2-3 volte a settimana,Molto aumentato,Molto diminuito,Un po’ aumentato,Uguale,Un po’ diminuito,Un po’ aumentato,Un po’ diminuito,25-34,SREGOLATI
927,Italia,Marche,Maschio,38,Centro,Soprattutto io,"LOCALIVORI: danno priorità ai prodotti km0 e anche biologici, quando riescono cercano di autoprodursi il cibo che consum",Mai,Più raramente,1 volta a settimana,Mai,1 volta a settimana,1 volta a settimana,2-3 volte al mese,Molto diminuito,Un po’ diminuito,Uguale,Molto diminuito,Uguale,Un po’ aumentato,Uguale,35-44,LOCALIVORI
928,Italia,Puglia,Femmina,50,Sud e Isole,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte a settimana,2-3 volte a settimana,1 volta a settimana,1 volta a settimana,Tutti i giorni o quasi,1 volta a settimana,2-3 volte a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,TERRITORIALISTI
930,Italia,Piemonte,Femmina,40,Nord Ovest,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,1 volta a settimana,1 volta a settimana,2-3 volte a settimana,2-3 volte al mese,2-3 volte al mese,1 volta a settimana,Uguale,Un po’ aumentato,Uguale,Un po’ aumentato,Molto aumentato,Un po’ aumentato,Uguale,35-44,TERRITORIALISTI
931,Italia,Sicilia,Femmina,33,Sud e Isole,Soprattutto io,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",1 volta al mese,2-3 volte al mese,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,1 volta al mese,1 volta a settimana,Molto diminuito,Un po’ aumentato,Uguale,Uguale,Uguale,Molto diminuito,Uguale,25-34,EDONISTI
932,Italia,Calabria,Femmina,40,Sud e Isole,Soprattutto io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,Tutti i giorni o quasi,Tutti i giorni o quasi,2-3 volte a settimana,2-3 volte a settimana,Molto aumentato,Un po’ aumentato,Molto aumentato,Un po’ aumentato,Un po’ aumentato,Molto aumentato,Un po’ aumentato,35-44,SALUTISTI
933,Italia,Lazio,Maschio,52,Centro,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",Mai,2-3 volte al mese,1 volta al mese,Mai,Tutti i giorni o quasi,Tutti i giorni o quasi,Mai,Molto diminuito,Uguale,Uguale,Molto diminuito,Uguale,Molto aumentato,Molto diminuito,45-54,TERRITORIALISTI
934,Italia,Calabria,Maschio,32,Sud e Isole,Solo io,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",1 volta al mese,4-5 volte all’anno,4-5 volte all’anno,Mai,1 volta a settimana,4-5 volte all’anno,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,25-34,SALUBRISTI
935,Italia,Trentino Alto Adige,Femmina,46,Nord Est,Solo io,Nessuno di questi,Mai,Più raramente,4-5 volte all’anno,4-5 volte all’anno,1 volta al mese,Più raramente,Più raramente,Uguale,Uguale,Un po’ aumentato,Uguale,Uguale,Uguale,Uguale,45-54,Nessuno di questi
936,Italia,Puglia,Femmina,54,Sud e Isole,Soprattutto io,"LOCALIVORI: danno priorità ai prodotti km0 e anche biologici, quando riescono cercano di autoprodursi il cibo che consum",4-5 volte all’anno,1 volta a settimana,2-3 volte al mese,2-3 volte a settimana,Tutti i giorni o quasi,2-3 volte a settimana,1 volta a settimana,Molto aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Molto aumentato,Un po’ aumentato,Molto aumentato,45-54,LOCALIVORI
937,Italia,Basilicata,Femmina,30,Sud e Isole,Io e qualcun altro in egual misura,"LOCALIVORI: danno priorità ai prodotti km0 e anche biologici, quando riescono cercano di autoprodursi il cibo che consum",2-3 volte a settimana,1 volta a settimana,2-3 volte al mese,1 volta a settimana,1 volta a settimana,2-3 volte a settimana,1 volta a settimana,Un po’ aumentato,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,25-34,LOCALIVORI
938,Italia,Abruzzo,Maschio,30,Sud e Isole,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",1 volta a settimana,2-3 volte a settimana,1 volta a settimana,2-3 volte a settimana,1 volta a settimana,Tutti i giorni o quasi,2-3 volte a settimana,Un po’ aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,25-34,RISTORIANI
939,Italia,Lombardia,Femmina,33,Nord Ovest,Solo io,ETICISTI: acquistano e consumano secondo i principi etici in cui credono. Sono inclusi i principi di non violenza nei co,2-3 volte al mese,Più raramente,1 volta a settimana,Mai,Mai,2-3 volte a settimana,2-3 volte a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,25-34,ETICISTI
940,Italia,Toscana,Maschio,52,Centro,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta al mese,1 volta al mese,4-5 volte all’anno,1 volta al mese,4-5 volte all’anno,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,TERRITORIALISTI
941,Italia,Puglia,Maschio,50,Sud e Isole,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1 volta a settimana,2-3 volte a settimana,Più raramente,Più raramente,4-5 volte all’anno,Tutti i giorni o quasi,2-3 volte a settimana,Uguale,Un po’ diminuito,Uguale,Un po’ diminuito,Un po’ diminuito,Un po’ aumentato,Un po’ diminuito,45-54,INDUSTRIARIANI
942,Italia,Lombardia,Maschio,46,Nord Ovest,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",Più raramente,4-5 volte all’anno,4-5 volte all’anno,Più raramente,1 volta al mese,1 volta al mese,1 volta al mese,Uguale,Uguale,Molto diminuito,Un po’ diminuito,Uguale,Uguale,Uguale,45-54,INDUSTRIARIANI
943,Italia,Lombardia,Maschio,30,Nord Ovest,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,25-34,TERRITORIALISTI
944,Italia,Lazio,Femmina,50,Centro,Solo io,ETICISTI: acquistano e consumano secondo i principi etici in cui credono. Sono inclusi i principi di non violenza nei co,4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,2-3 volte al mese,Più raramente,1 volta al mese,Uguale,Un po’ diminuito,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,ETICISTI
945,Italia,Friuli Venezia Giulia,Femmina,33,Nord Est,Solo io,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",4-5 volte all’anno,2-3 volte al mese,1 volta al mese,4-5 volte all’anno,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,Un po’ aumentato,Uguale,Un po’ aumentato,Uguale,Uguale,Un po’ aumentato,Uguale,25-34,SALUBRISTI
946,Italia,Piemonte,Femmina,55,Nord Ovest,Solo io,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",1 volta a settimana,4-5 volte all’anno,1 volta a settimana,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,2-3 volte a settimana,Un po’ aumentato,Uguale,Un po’ aumentato,Un po’ aumentato,Uguale,Uguale,Un po’ aumentato,55-64,SALUBRISTI
947,Italia,Lazio,Femmina,56,Centro,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",4-5 volte all’anno,4-5 volte all’anno,1 volta a settimana,4-5 volte all’anno,2-3 volte al mese,1 volta al mese,2-3 volte al mese,Un po’ diminuito,Uguale,Un po’ aumentato,Un po’ diminuito,Uguale,Uguale,Un po’ diminuito,55-64,TERRITORIALISTI
948,Italia,Puglia,Maschio,41,Sud e Isole,Solo io,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",1 volta a settimana,1 volta a settimana,1 volta a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,Molto aumentato,Uguale,Un po’ diminuito,Uguale,Un po’ diminuito,Un po’ aumentato,Un po’ aumentato,35-44,SALUBRISTI
949,Italia,Toscana,Femmina,55,Centro,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte a settimana,4-5 volte all’anno,2-3 volte a settimana,2-3 volte al mese,1 volta al mese,1 volta a settimana,2-3 volte a settimana,Uguale,Un po’ aumentato,Un po’ aumentato,Uguale,Uguale,Un po’ aumentato,Uguale,55-64,TERRITORIALISTI
953,Italia,Trentino Alto Adige,Maschio,40,Nord Est,Io e qualcun altro in egual misura,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,35-44,RISTORIANI
955,Italia,Puglia,Maschio,37,Sud e Isole,Principalmente io e occasionalmente altri,"ESSENZIALISTI: vedono il cibo come una necessità, mangiano essenzialmente per nutrirsi e per saziarsi, è sufficiente che",2-3 volte a settimana,1 volta a settimana,2-3 volte a settimana,1 volta a settimana,1 volta al mese,1 volta a settimana,2-3 volte al mese,Un po’ diminuito,Un po’ diminuito,Uguale,Uguale,Un po’ diminuito,Uguale,Un po’ diminuito,35-44,ESSENZIALISTI
956,Italia,Lombardia,Femmina,27,Nord Ovest,Solo io,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",2-3 volte a settimana,1 volta a settimana,2-3 volte a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,2-3 volte a settimana,Un po’ aumentato,Un po’ aumentato,Uguale,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,25-34,ESTEROFILI
960,Italia,Piemonte,Femmina,33,Nord Ovest,Principalmente io e occasionalmente altri,Nessuno di questi,2-3 volte al mese,4-5 volte all’anno,2-3 volte a settimana,4-5 volte all’anno,Tutti i giorni o quasi,2-3 volte a settimana,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,25-34,Nessuno di questi
961,Italia,Lombardia,Femmina,31,Nord Ovest,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta a settimana,1 volta al mese,1 volta a settimana,1 volta a settimana,Tutti i giorni o quasi,2-3 volte a settimana,2-3 volte a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,25-34,TERRITORIALISTI
962,Italia,Emilia Romagna,Maschio,62,Nord Est,Io e qualcun altro in egual misura,"ESSENZIALISTI: vedono il cibo come una necessità, mangiano essenzialmente per nutrirsi e per saziarsi, è sufficiente che",1 volta a settimana,2-3 volte a settimana,1 volta al mese,Più raramente,1 volta a settimana,4-5 volte all’anno,1 volta al mese,Un po’ diminuito,Molto aumentato,Molto aumentato,Un po’ diminuito,Molto diminuito,Un po’ aumentato,Molto aumentato,55-64,ESSENZIALISTI
963,Italia,Emilia Romagna,Maschio,33,Nord Est,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,1 volta a settimana,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,1 volta a settimana,1 volta a settimana,Un po’ aumentato,Molto aumentato,Un po’ aumentato,Uguale,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,25-34,TERRITORIALISTI
966,Italia,Calabria,Maschio,62,Sud e Isole,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,4-5 volte all’anno,2-3 volte a settimana,1 volta a settimana,Tutti i giorni o quasi,2-3 volte al mese,1 volta al mese,Un po’ diminuito,Un po’ diminuito,Un po’ aumentato,Un po’ diminuito,Molto aumentato,Un po’ diminuito,Molto diminuito,55-64,TERRITORIALISTI
967,Italia,Campania,Femmina,42,Sud e Isole,Principalmente io e occasionalmente altri,Nessuno di questi,1 volta a settimana,2-3 volte a settimana,1 volta a settimana,2-3 volte a settimana,2-3 volte a settimana,1 volta a settimana,2-3 volte al mese,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,35-44,Nessuno di questi
968,Italia,Lombardia,Maschio,60,Nord Ovest,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,2-3 volte al mese,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Un po’ diminuito,Uguale,Un po’ aumentato,Uguale,Un po’ diminuito,55-64,TERRITORIALISTI
969,Italia,Veneto,Femmina,58,Nord Est,Soprattutto io,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",4-5 volte all’anno,Più raramente,1 volta al mese,Più raramente,1 volta al mese,1 volta al mese,4-5 volte all’anno,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,SALUBRISTI
971,Italia,Lazio,Maschio,50,Centro,Io e qualcun altro in egual misura,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",Più raramente,4-5 volte all’anno,1 volta al mese,4-5 volte all’anno,2-3 volte al mese,1 volta al mese,1 volta al mese,Un po’ diminuito,Uguale,Uguale,Un po’ diminuito,Uguale,Uguale,Un po’ diminuito,45-54,SALUTISTI
973,Italia,Abruzzo,Femmina,23,Sud e Isole,Soprattutto altri membri della famiglia,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta a settimana,2-3 volte al mese,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,1 volta a settimana,1 volta a settimana,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Uguale,Un po’ aumentato,Uguale,Un po’ aumentato,20-24,TERRITORIALISTI
975,Italia,Calabria,Femmina,25,Sud e Isole,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",2-3 volte al mese,1 volta al mese,2-3 volte al mese,1 volta a settimana,4-5 volte all’anno,2-3 volte al mese,1 volta al mese,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,25-34,RISTORIANI
